gene_id	go_id	Evidence	Ontology
CALMACT00000020614	GO:0016021	IEA	CC
CALMACT00000017803	GO:0016021	IEA	CC
CALMACT00000017803	GO:0055085	IEA	BP
CALMACT00000013013	GO:0009103	IEA	BP
CALMACT00000018243	GO:0004672	IEA	MF
CALMACT00000018243	GO:0006468	IEA	BP
CALMACT00000018243	GO:0016772	IEA	MF
CALMACT00000013647	GO:0003735	IEA	MF
CALMACT00000013647	GO:0005622	IEA	CC
CALMACT00000013647	GO:0005840	IEA	CC
CALMACT00000013647	GO:0006412	IEA	BP
CALMACT00000015322	GO:0016491	IEA	MF
CALMACT00000015322	GO:0055114	IEA	BP
CALMACT00000015503	GO:0006886	IEA	BP
CALMACT00000015503	GO:0017119	IEA	CC
CALMACT00000014142	GO:0004672	IEA	MF
CALMACT00000014142	GO:0005524	IEA	MF
CALMACT00000014142	GO:0006468	IEA	BP
CALMACT00000014142	GO:0016772	IEA	MF
CALMACT00000005238	GO:0003774	IEA	MF
CALMACT00000005238	GO:0005524	IEA	MF
CALMACT00000005238	GO:0016459	IEA	CC
CALMACT00000022626	GO:0004591	IEA	MF
CALMACT00000022626	GO:0006099	IEA	BP
CALMACT00000022626	GO:0030976	IEA	MF
CALMACT00000022626	GO:0055114	IEA	BP
CALMACT00000022626	GO:0008152	IEA	BP
CALMACT00000022626	GO:0016624	IEA	MF
CALMACT00000011535	GO:0005515	IEA	MF
CALMACT00000033010	GO:0005488	IEA	MF
CALMACT00000014309	GO:0003676	IEA	MF
CALMACT00000014309	GO:0015074	IEA	BP
CALMACT00000025708	GO:0016021	IEA	CC
CALMACT00000025708	GO:0022857	IEA	MF
CALMACT00000025708	GO:0055085	IEA	BP
CALMACT00000025708	GO:0016021	IEA	CC
CALMACT00000025708	GO:0055085	IEA	BP
CALMACT00000027298	GO:0006886	IEA	BP
CALMACT00000027298	GO:0015450	IEA	MF
CALMACT00000029543	GO:0003824	IEA	MF
CALMACT00000029543	GO:0004252	IEA	MF
CALMACT00000029543	GO:0006508	IEA	BP
CALMACT00000029543	GO:0005515	IEA	MF
CALMACT00000008589	GO:0003677	IEA	MF
CALMACT00000008589	GO:0006355	IEA	BP
CALMACT00000031536	GO:0006629	IEA	BP
CALMACT00000026184	GO:0005515	IEA	MF
CALMACT00000001943	GO:0005515	IEA	MF
CALMACT00000010352	GO:0004930	IEA	MF
CALMACT00000010352	GO:0007186	IEA	BP
CALMACT00000010352	GO:0016021	IEA	CC
CALMACT00000018238	GO:0016747	IEA	MF
CALMACT00000033468	GO:0005515	IEA	MF
CALMACT00000033468	GO:0019904	IEA	MF
CALMACT00000005611	GO:0004672	IEA	MF
CALMACT00000005611	GO:0006468	IEA	BP
CALMACT00000005611	GO:0016772	IEA	MF
CALMACT00000006416	GO:0005515	IEA	MF
CALMACT00000011253	GO:0016747	IEA	MF
CALMACT00000011061	GO:0006807	IEA	BP
CALMACT00000011061	GO:0016810	IEA	MF
CALMACT00000002929	GO:0000042	IEA	BP
CALMACT00000002929	GO:0005515	IEA	MF
CALMACT00000009138	GO:0004672	IEA	MF
CALMACT00000009138	GO:0005524	IEA	MF
CALMACT00000009138	GO:0006468	IEA	BP
CALMACT00000009138	GO:0016772	IEA	MF
CALMACT00000013243	GO:0005515	IEA	MF
CALMACT00000013243	GO:0005634	IEA	CC
CALMACT00000013243	GO:0006511	IEA	BP
CALMACT00000013243	GO:0007275	IEA	BP
CALMACT00000021451	GO:0000413	IEA	BP
CALMACT00000021451	GO:0003755	IEA	MF
CALMACT00000021451	GO:0006457	IEA	BP
CALMACT00000021451	GO:0005515	IEA	MF
CALMACT00000022859	GO:0046872	IEA	MF
CALMACT00000033918	GO:0004672	IEA	MF
CALMACT00000033918	GO:0005524	IEA	MF
CALMACT00000033918	GO:0006468	IEA	BP
CALMACT00000033918	GO:0005089	IEA	MF
CALMACT00000033918	GO:0035023	IEA	BP
CALMACT00000033918	GO:0005515	IEA	MF
CALMACT00000033918	GO:0016772	IEA	MF
CALMACT00000028969	GO:0042302	IEA	MF
CALMACT00000003240	GO:0005856	IEA	CC
CALMACT00000003240	GO:0030833	IEA	BP
CALMACT00000003066	GO:0005515	IEA	MF
CALMACT00000009692	GO:0005525	IEA	MF
CALMACT00000009692	GO:0007264	IEA	BP
CALMACT00000003165	GO:0005515	IEA	MF
CALMACT00000003165	GO:0008270	IEA	MF
CALMACT00000000641	GO:0003676	IEA	MF
CALMACT00000000641	GO:0015074	IEA	BP
CALMACT00000023912	GO:0006044	IEA	BP
CALMACT00000023912	GO:0008448	IEA	MF
CALMACT00000023912	GO:0016787	IEA	MF
CALMACT00000023912	GO:0016810	IEA	MF
CALMACT00000029810	GO:0003676	IEA	MF
CALMACT00000029810	GO:0005524	IEA	MF
CALMACT00000023687	GO:0003676	IEA	MF
CALMACT00000005637	GO:0016772	IEA	MF
CALMACT00000027361	GO:0008146	IEA	MF
CALMACT00000027361	GO:0016021	IEA	CC
CALMACT00000028574	GO:0045454	IEA	BP
CALMACT00000013788	GO:0006066	IEA	BP
CALMACT00000013788	GO:0008812	IEA	MF
CALMACT00000013788	GO:0016614	IEA	MF
CALMACT00000013788	GO:0050660	IEA	MF
CALMACT00000013788	GO:0055114	IEA	BP
CALMACT00000013788	GO:0016614	IEA	MF
CALMACT00000013788	GO:0050660	IEA	MF
CALMACT00000013788	GO:0055114	IEA	BP
CALMACT00000013788	GO:0016614	IEA	MF
CALMACT00000013788	GO:0055114	IEA	BP
CALMACT00000016622	GO:0003676	IEA	MF
CALMACT00000013220	GO:0003723	IEA	MF
CALMACT00000013220	GO:0004826	IEA	MF
CALMACT00000013220	GO:0005515	IEA	MF
CALMACT00000018968	GO:0004930	IEA	MF
CALMACT00000018968	GO:0007186	IEA	BP
CALMACT00000018968	GO:0016021	IEA	CC
CALMACT00000022479	GO:0003676	IEA	MF
CALMACT00000003927	GO:0005515	IEA	MF
CALMACT00000020679	GO:0005515	IEA	MF
CALMACT00000000693	GO:0003824	IEA	MF
CALMACT00000000693	GO:0008152	IEA	BP
CALMACT00000000693	GO:0008152	IEA	BP
CALMACT00000000693	GO:0008270	IEA	MF
CALMACT00000000693	GO:0016491	IEA	MF
CALMACT00000000693	GO:0055114	IEA	BP
CALMACT00000000693	GO:0009058	IEA	BP
CALMACT00000000693	GO:0016788	IEA	MF
CALMACT00000016162	GO:0005089	IEA	MF
CALMACT00000016162	GO:0035023	IEA	BP
CALMACT00000016162	GO:0005515	IEA	MF
CALMACT00000005055	GO:0046872	IEA	MF
CALMACT00000021063	GO:0005524	IEA	MF
CALMACT00000021063	GO:0006810	IEA	BP
CALMACT00000021063	GO:0016021	IEA	CC
CALMACT00000021063	GO:0042626	IEA	MF
CALMACT00000021063	GO:0055085	IEA	BP
CALMACT00000008799	GO:0003995	IEA	MF
CALMACT00000008799	GO:0055114	IEA	BP
CALMACT00000008799	GO:0008152	IEA	BP
CALMACT00000008799	GO:0016627	IEA	MF
CALMACT00000008799	GO:0050660	IEA	MF
CALMACT00000008799	GO:0055114	IEA	BP
CALMACT00000008799	GO:0008152	IEA	BP
CALMACT00000008799	GO:0016627	IEA	MF
CALMACT00000008799	GO:0055114	IEA	BP
CALMACT00000008799	GO:0016627	IEA	MF
CALMACT00000008799	GO:0055114	IEA	BP
CALMACT00000020695	GO:0005201	IEA	MF
CALMACT00000020695	GO:0005581	IEA	CC
CALMACT00000020874	GO:0016491	IEA	MF
CALMACT00000020874	GO:0055114	IEA	BP
CALMACT00000004133	GO:0004871	IEA	MF
CALMACT00000004133	GO:0007165	IEA	BP
CALMACT00000004133	GO:0006355	IEA	BP
CALMACT00000004133	GO:0046983	IEA	MF
CALMACT00000023562	GO:0016772	IEA	MF
CALMACT00000033913	GO:0004435	IEA	MF
CALMACT00000033913	GO:0005509	IEA	MF
CALMACT00000033913	GO:0016042	IEA	BP
CALMACT00000033913	GO:0004435	IEA	MF
CALMACT00000033913	GO:0006629	IEA	BP
CALMACT00000033913	GO:0007165	IEA	BP
CALMACT00000033913	GO:0035556	IEA	BP
CALMACT00000033913	GO:0005515	IEA	MF
CALMACT00000033913	GO:0006629	IEA	BP
CALMACT00000033913	GO:0008081	IEA	MF
CALMACT00000015583	GO:0004499	IEA	MF
CALMACT00000015583	GO:0050660	IEA	MF
CALMACT00000015583	GO:0050661	IEA	MF
CALMACT00000015583	GO:0055114	IEA	BP
CALMACT00000032945	GO:0046872	IEA	MF
CALMACT00000012534	GO:0016021	IEA	CC
CALMACT00000002305	GO:0030246	IEA	MF
CALMACT00000019483	GO:0003700	IEA	MF
CALMACT00000019483	GO:0003707	IEA	MF
CALMACT00000019483	GO:0003700	IEA	MF
CALMACT00000019483	GO:0003707	IEA	MF
CALMACT00000019483	GO:0005634	IEA	CC
CALMACT00000019483	GO:0006355	IEA	BP
CALMACT00000019483	GO:0043401	IEA	BP
CALMACT00000019483	GO:0003700	IEA	MF
CALMACT00000019483	GO:0005634	IEA	CC
CALMACT00000019483	GO:0006355	IEA	BP
CALMACT00000019483	GO:0008270	IEA	MF
CALMACT00000019483	GO:0043565	IEA	MF
CALMACT00000022296	GO:0005509	IEA	MF
CALMACT00000022296	GO:0005515	IEA	MF
CALMACT00000032288	GO:0005230	IEA	MF
CALMACT00000032288	GO:0006810	IEA	BP
CALMACT00000032288	GO:0016020	IEA	CC
CALMACT00000032288	GO:0006811	IEA	BP
CALMACT00000032288	GO:0016020	IEA	CC
CALMACT00000004205	GO:0006508	IEA	BP
CALMACT00000004205	GO:0008236	IEA	MF
CALMACT00000030162	GO:0004714	IEA	MF
CALMACT00000030162	GO:0005524	IEA	MF
CALMACT00000030162	GO:0006468	IEA	BP
CALMACT00000030162	GO:0007169	IEA	BP
CALMACT00000030162	GO:0016020	IEA	CC
CALMACT00000030162	GO:0016020	IEA	CC
CALMACT00000034164	GO:0003824	IEA	MF
CALMACT00000034164	GO:0016614	IEA	MF
CALMACT00000034164	GO:0050660	IEA	MF
CALMACT00000034164	GO:0055114	IEA	BP
CALMACT00000034164	GO:0003824	IEA	MF
CALMACT00000034164	GO:0050660	IEA	MF
CALMACT00000002000	GO:0005515	IEA	MF
CALMACT00000002000	GO:0006886	IEA	BP
CALMACT00000002000	GO:0016192	IEA	BP
CALMACT00000002000	GO:0030131	IEA	CC
CALMACT00000019635	GO:0004807	IEA	MF
CALMACT00000019635	GO:0008152	IEA	BP
CALMACT00000024611	GO:0005515	IEA	MF
CALMACT00000024611	GO:0005634	IEA	CC
CALMACT00000024611	GO:0006511	IEA	BP
CALMACT00000024611	GO:0007275	IEA	BP
CALMACT00000013004	GO:0003735	IEA	MF
CALMACT00000013004	GO:0005840	IEA	CC
CALMACT00000013004	GO:0006412	IEA	BP
CALMACT00000032671	GO:0016021	IEA	CC
CALMACT00000032671	GO:0022857	IEA	MF
CALMACT00000032671	GO:0055085	IEA	BP
CALMACT00000030538	GO:0016772	IEA	MF
CALMACT00000022995	GO:0005215	IEA	MF
CALMACT00000022995	GO:0006810	IEA	BP
CALMACT00000022995	GO:0016020	IEA	CC
CALMACT00000029097	GO:0003677	IEA	MF
CALMACT00000029097	GO:0005524	IEA	MF
CALMACT00000029097	GO:0005488	IEA	MF
CALMACT00000003249	GO:0000287	IEA	MF
CALMACT00000003249	GO:0005524	IEA	MF
CALMACT00000003249	GO:0005622	IEA	CC
CALMACT00000003249	GO:0032957	IEA	BP
CALMACT00000003249	GO:0047325	IEA	MF
CALMACT00000003249	GO:0052725	IEA	MF
CALMACT00000003249	GO:0052726	IEA	MF
CALMACT00000032935	GO:0004930	IEA	MF
CALMACT00000032935	GO:0007186	IEA	BP
CALMACT00000032935	GO:0016021	IEA	CC
CALMACT00000027283	GO:0046872	IEA	MF
CALMACT00000010825	GO:0015031	IEA	BP
CALMACT00000010825	GO:0030904	IEA	CC
CALMACT00000010825	GO:0042147	IEA	BP
CALMACT00000016822	GO:0005515	IEA	MF
CALMACT00000005239	GO:0003677	IEA	MF
CALMACT00000005239	GO:0003899	IEA	MF
CALMACT00000005239	GO:0006351	IEA	BP
CALMACT00000013154	GO:0005549	IEA	MF
CALMACT00000001384	GO:0005509	IEA	MF
CALMACT00000031796	GO:0008289	IEA	MF
CALMACT00000020340	GO:0006511	IEA	BP
CALMACT00000020340	GO:0036459	IEA	MF
CALMACT00000020340	GO:0008270	IEA	MF
CALMACT00000030313	GO:0005634	IEA	CC
CALMACT00000030313	GO:0007096	IEA	BP
CALMACT00000007971	GO:0004553	IEA	MF
CALMACT00000007971	GO:0005975	IEA	BP
CALMACT00000007971	GO:0004565	IEA	MF
CALMACT00000012976	GO:0005506	IEA	MF
CALMACT00000012976	GO:0016705	IEA	MF
CALMACT00000012976	GO:0020037	IEA	MF
CALMACT00000012976	GO:0055114	IEA	BP
CALMACT00000016881	GO:0005525	IEA	MF
CALMACT00000016881	GO:0007264	IEA	BP
CALMACT00000030806	GO:0055085	IEA	BP
CALMACT00000024563	GO:0003700	IEA	MF
CALMACT00000024563	GO:0005634	IEA	CC
CALMACT00000024563	GO:0006355	IEA	BP
CALMACT00000024563	GO:0008270	IEA	MF
CALMACT00000024563	GO:0043565	IEA	MF
CALMACT00000008429	GO:0005509	IEA	MF
CALMACT00000030443	GO:0006486	IEA	BP
CALMACT00000030443	GO:0008378	IEA	MF
CALMACT00000030443	GO:0016020	IEA	CC
CALMACT00000006682	GO:0005515	IEA	MF
CALMACT00000006682	GO:0005622	IEA	CC
CALMACT00000006682	GO:0006810	IEA	BP
CALMACT00000035106	GO:0003824	IEA	MF
CALMACT00000035106	GO:0050662	IEA	MF
CALMACT00000028073	GO:0000145	IEA	CC
CALMACT00000028073	GO:0006904	IEA	BP
CALMACT00000028073	GO:0015031	IEA	BP
CALMACT00000016085	GO:0003677	IEA	MF
CALMACT00000016085	GO:0003677	IEA	MF
CALMACT00000016085	GO:0006310	IEA	BP
CALMACT00000016085	GO:0015074	IEA	BP
CALMACT00000021753	GO:0004672	IEA	MF
CALMACT00000021753	GO:0005524	IEA	MF
CALMACT00000021753	GO:0006468	IEA	BP
CALMACT00000021753	GO:0016772	IEA	MF
CALMACT00000012023	GO:0003824	IEA	MF
CALMACT00000012023	GO:0008152	IEA	BP
CALMACT00000012023	GO:0004750	IEA	MF
CALMACT00000012023	GO:0006098	IEA	BP
CALMACT00000012023	GO:0005975	IEA	BP
CALMACT00000012023	GO:0016857	IEA	MF
CALMACT00000014090	GO:0016021	IEA	CC
CALMACT00000014090	GO:0055085	IEA	BP
CALMACT00000019556	GO:0005515	IEA	MF
CALMACT00000019556	GO:0006629	IEA	BP
CALMACT00000019556	GO:0008152	IEA	BP
CALMACT00000014070	GO:0005515	IEA	MF
CALMACT00000001823	GO:0016020	IEA	CC
CALMACT00000001823	GO:0016757	IEA	MF
CALMACT00000013070	GO:0005375	IEA	MF
CALMACT00000013070	GO:0016021	IEA	CC
CALMACT00000013070	GO:0035434	IEA	BP
CALMACT00000026427	GO:0006397	IEA	BP
CALMACT00000033950	GO:0005515	IEA	MF
CALMACT00000028397	GO:0003676	IEA	MF
CALMACT00000007969	GO:0003824	IEA	MF
CALMACT00000032472	GO:0004930	IEA	MF
CALMACT00000032472	GO:0007186	IEA	BP
CALMACT00000032472	GO:0016021	IEA	CC
CALMACT00000011652	GO:0005634	IEA	CC
CALMACT00000011652	GO:0008270	IEA	MF
CALMACT00000002462	GO:0005515	IEA	MF
CALMACT00000002462	GO:0005777	IEA	CC
CALMACT00000002462	GO:0016021	IEA	CC
CALMACT00000002462	GO:0016560	IEA	BP
CALMACT00000006889	GO:0005515	IEA	MF
CALMACT00000006889	GO:0005622	IEA	CC
CALMACT00000006889	GO:0007165	IEA	BP
CALMACT00000006889	GO:0006282	IEA	BP
CALMACT00000006889	GO:0007165	IEA	BP
CALMACT00000006889	GO:0035556	IEA	BP
CALMACT00000002933	GO:0046872	IEA	MF
CALMACT00000004156	GO:0003677	IEA	MF
CALMACT00000004156	GO:0003887	IEA	MF
CALMACT00000004156	GO:0006260	IEA	BP
CALMACT00000004156	GO:0003887	IEA	MF
CALMACT00000004156	GO:0005634	IEA	CC
CALMACT00000004156	GO:0006261	IEA	BP
CALMACT00000001138	GO:0003677	IEA	MF
CALMACT00000001138	GO:0046982	IEA	MF
CALMACT00000000257	GO:0008237	IEA	MF
CALMACT00000000257	GO:0008270	IEA	MF
CALMACT00000007021	GO:0003677	IEA	MF
CALMACT00000007021	GO:0003916	IEA	MF
CALMACT00000007021	GO:0005524	IEA	MF
CALMACT00000007021	GO:0005694	IEA	CC
CALMACT00000007021	GO:0006265	IEA	BP
CALMACT00000007021	GO:0003677	IEA	MF
CALMACT00000007021	GO:0003918	IEA	MF
CALMACT00000007021	GO:0005524	IEA	MF
CALMACT00000007021	GO:0006265	IEA	BP
CALMACT00000007021	GO:0003918	IEA	MF
CALMACT00000007021	GO:0005524	IEA	MF
CALMACT00000029458	GO:0046983	IEA	MF
CALMACT00000010119	GO:0051260	IEA	BP
CALMACT00000020612	GO:0003677	IEA	MF
CALMACT00000020612	GO:0046982	IEA	MF
CALMACT00000017098	GO:0004019	IEA	MF
CALMACT00000017098	GO:0005525	IEA	MF
CALMACT00000017098	GO:0006164	IEA	BP
CALMACT00000033848	GO:0005375	IEA	MF
CALMACT00000033848	GO:0016021	IEA	CC
CALMACT00000033848	GO:0035434	IEA	BP
CALMACT00000032681	GO:0005515	IEA	MF
CALMACT00000032681	GO:0016020	IEA	CC
CALMACT00000032681	GO:0016020	IEA	CC
CALMACT00000032681	GO:0016192	IEA	BP
CALMACT00000023974	GO:0005524	IEA	MF
CALMACT00000023974	GO:0016887	IEA	MF
CALMACT00000011848	GO:0005634	IEA	CC
CALMACT00000031041	GO:0005515	IEA	MF
CALMACT00000031041	GO:0018024	IEA	MF
CALMACT00000033109	GO:0008152	IEA	BP
CALMACT00000033109	GO:0016624	IEA	MF
CALMACT00000018720	GO:0003723	IEA	MF
CALMACT00000018720	GO:0004525	IEA	MF
CALMACT00000018720	GO:0006396	IEA	BP
CALMACT00000018720	GO:0005515	IEA	MF
CALMACT00000018720	GO:0016891	IEA	MF
CALMACT00000032814	GO:0009190	IEA	BP
CALMACT00000032814	GO:0016849	IEA	MF
CALMACT00000032814	GO:0035556	IEA	BP
CALMACT00000001294	GO:0006810	IEA	BP
CALMACT00000001294	GO:0016020	IEA	CC
CALMACT00000016514	GO:0005515	IEA	MF
CALMACT00000000060	GO:0006511	IEA	BP
CALMACT00000000060	GO:0031461	IEA	CC
CALMACT00000000060	GO:0031625	IEA	MF
CALMACT00000019377	GO:0080019	IEA	MF
CALMACT00000001852	GO:0016021	IEA	CC
CALMACT00000001852	GO:0055085	IEA	BP
CALMACT00000016055	GO:0046872	IEA	MF
CALMACT00000011824	GO:0003676	IEA	MF
CALMACT00000012806	GO:0006457	IEA	BP
CALMACT00000027097	GO:0005515	IEA	MF
CALMACT00000027097	GO:0035091	IEA	MF
CALMACT00000032558	GO:0003735	IEA	MF
CALMACT00000032558	GO:0005622	IEA	CC
CALMACT00000032558	GO:0005840	IEA	CC
CALMACT00000032558	GO:0006412	IEA	BP
CALMACT00000019441	GO:0003824	IEA	MF
CALMACT00000019441	GO:0004252	IEA	MF
CALMACT00000019441	GO:0006508	IEA	BP
CALMACT00000019441	GO:0005515	IEA	MF
CALMACT00000001684	GO:0005634	IEA	CC
CALMACT00000001684	GO:0006355	IEA	BP
CALMACT00000027204	GO:0003824	IEA	MF
CALMACT00000010763	GO:0003824	IEA	MF
CALMACT00000001220	GO:0008270	IEA	MF
CALMACT00000002293	GO:0005515	IEA	MF
CALMACT00000001894	GO:0003824	IEA	MF
CALMACT00000001894	GO:0004252	IEA	MF
CALMACT00000001894	GO:0006508	IEA	BP
CALMACT00000034466	GO:0005634	IEA	CC
CALMACT00000034466	GO:0006355	IEA	BP
CALMACT00000027477	GO:0019722	IEA	BP
CALMACT00000011040	GO:0004672	IEA	MF
CALMACT00000011040	GO:0005524	IEA	MF
CALMACT00000011040	GO:0006468	IEA	BP
CALMACT00000011040	GO:0016772	IEA	MF
CALMACT00000023976	GO:0006470	IEA	BP
CALMACT00000023976	GO:0008138	IEA	MF
CALMACT00000007145	GO:0004733	IEA	MF
CALMACT00000007145	GO:0010181	IEA	MF
CALMACT00000007145	GO:0055114	IEA	BP
CALMACT00000007145	GO:0010181	IEA	MF
CALMACT00000007145	GO:0016491	IEA	MF
CALMACT00000007145	GO:0055114	IEA	BP
CALMACT00000007145	GO:0016638	IEA	MF
CALMACT00000007145	GO:0055114	IEA	BP
CALMACT00000016452	GO:0003676	IEA	MF
CALMACT00000016989	GO:0004553	IEA	MF
CALMACT00000016989	GO:0005975	IEA	BP
CALMACT00000024390	GO:0008152	IEA	BP
CALMACT00000024390	GO:0016746	IEA	MF
CALMACT00000007873	GO:0003993	IEA	MF
CALMACT00000000209	GO:0005524	IEA	MF
CALMACT00000000209	GO:0006298	IEA	BP
CALMACT00000000209	GO:0005524	IEA	MF
CALMACT00000000209	GO:0006298	IEA	BP
CALMACT00000000209	GO:0030983	IEA	MF
CALMACT00000017009	GO:0008270	IEA	MF
CALMACT00000010811	GO:0003824	IEA	MF
CALMACT00000010811	GO:0004252	IEA	MF
CALMACT00000010811	GO:0006508	IEA	BP
CALMACT00000001858	GO:0004672	IEA	MF
CALMACT00000001858	GO:0006468	IEA	BP
CALMACT00000001858	GO:0016772	IEA	MF
CALMACT00000025111	GO:0005634	IEA	CC
CALMACT00000025111	GO:0006355	IEA	BP
CALMACT00000025111	GO:0008270	IEA	MF
CALMACT00000004149	GO:0005515	IEA	MF
CALMACT00000017807	GO:0003677	IEA	MF
CALMACT00000017807	GO:0005524	IEA	MF
CALMACT00000017807	GO:0006260	IEA	BP
CALMACT00000020643	GO:0005634	IEA	CC
CALMACT00000020643	GO:0006352	IEA	BP
CALMACT00000022825	GO:0005509	IEA	MF
CALMACT00000015992	GO:0016888	IEA	MF
CALMACT00000031449	GO:0004984	IEA	MF
CALMACT00000031449	GO:0005549	IEA	MF
CALMACT00000031449	GO:0007608	IEA	BP
CALMACT00000031449	GO:0016020	IEA	CC
CALMACT00000005636	GO:0005515	IEA	MF
CALMACT00000005636	GO:0007165	IEA	BP
CALMACT00000006024	GO:0004984	IEA	MF
CALMACT00000006024	GO:0005549	IEA	MF
CALMACT00000006024	GO:0007608	IEA	BP
CALMACT00000006024	GO:0016020	IEA	CC
CALMACT00000034639	GO:0004672	IEA	MF
CALMACT00000034639	GO:0005524	IEA	MF
CALMACT00000034639	GO:0006468	IEA	BP
CALMACT00000034639	GO:0016772	IEA	MF
CALMACT00000016145	GO:0005515	IEA	MF
CALMACT00000014437	GO:0000226	IEA	BP
CALMACT00000014437	GO:0000922	IEA	CC
CALMACT00000014437	GO:0005815	IEA	CC
CALMACT00000014740	GO:0006397	IEA	BP
CALMACT00000014740	GO:0016788	IEA	MF
CALMACT00000014740	GO:0016787	IEA	MF
CALMACT00000025890	GO:0046872	IEA	MF
CALMACT00000021312	GO:0003677	IEA	MF
CALMACT00000021312	GO:0005515	IEA	MF
CALMACT00000010881	GO:0005515	IEA	MF
CALMACT00000010881	GO:0006457	IEA	BP
CALMACT00000002761	GO:0003677	IEA	MF
CALMACT00000002761	GO:0006260	IEA	BP
CALMACT00000002761	GO:0005524	IEA	MF
CALMACT00000004814	GO:0006629	IEA	BP
CALMACT00000004814	GO:0008374	IEA	MF
CALMACT00000019886	GO:0007165	IEA	BP
CALMACT00000031842	GO:0005634	IEA	CC
CALMACT00000031842	GO:0006508	IEA	BP
CALMACT00000031842	GO:0008233	IEA	MF
CALMACT00000025621	GO:0003676	IEA	MF
CALMACT00000005662	GO:0016810	IEA	MF
CALMACT00000019842	GO:0004066	IEA	MF
CALMACT00000019842	GO:0006529	IEA	BP
CALMACT00000019842	GO:0008152	IEA	BP
CALMACT00000015669	GO:0003824	IEA	MF
CALMACT00000015669	GO:0004252	IEA	MF
CALMACT00000015669	GO:0006508	IEA	BP
CALMACT00000022590	GO:0003676	IEA	MF
CALMACT00000025028	GO:0008152	IEA	BP
CALMACT00000025028	GO:0016746	IEA	MF
CALMACT00000025028	GO:0008374	IEA	MF
CALMACT00000025028	GO:0044255	IEA	BP
CALMACT00000033460	GO:0003677	IEA	MF
CALMACT00000033460	GO:0003916	IEA	MF
CALMACT00000033460	GO:0006265	IEA	BP
CALMACT00000033548	GO:0004383	IEA	MF
CALMACT00000033548	GO:0006182	IEA	BP
CALMACT00000033548	GO:0020037	IEA	MF
CALMACT00000017574	GO:0003774	IEA	MF
CALMACT00000017574	GO:0005524	IEA	MF
CALMACT00000017574	GO:0016459	IEA	CC
CALMACT00000017574	GO:0005515	IEA	MF
CALMACT00000017574	GO:0005856	IEA	CC
CALMACT00000013685	GO:0003676	IEA	MF
CALMACT00000035026	GO:0005506	IEA	MF
CALMACT00000035026	GO:0009055	IEA	MF
CALMACT00000035026	GO:0020037	IEA	MF
CALMACT00000035026	GO:0009055	IEA	MF
CALMACT00000035026	GO:0020037	IEA	MF
CALMACT00000028476	GO:0005509	IEA	MF
CALMACT00000028476	GO:0005515	IEA	MF
CALMACT00000028476	GO:0005509	IEA	MF
CALMACT00000028476	GO:0005783	IEA	CC
CALMACT00000028476	GO:0006457	IEA	BP
CALMACT00000028476	GO:0051082	IEA	MF
CALMACT00000031389	GO:0008060	IEA	MF
CALMACT00000031389	GO:0008270	IEA	MF
CALMACT00000031389	GO:0032312	IEA	BP
CALMACT00000014634	GO:0004383	IEA	MF
CALMACT00000014634	GO:0006182	IEA	BP
CALMACT00000014634	GO:0020037	IEA	MF
CALMACT00000005428	GO:0005525	IEA	MF
CALMACT00000005428	GO:0007264	IEA	BP
CALMACT00000031087	GO:0005525	IEA	MF
CALMACT00000019496	GO:0005515	IEA	MF
CALMACT00000010888	GO:0016021	IEA	CC
CALMACT00000010888	GO:0050909	IEA	BP
CALMACT00000013426	GO:0004553	IEA	MF
CALMACT00000013426	GO:0005975	IEA	BP
CALMACT00000019722	GO:0004672	IEA	MF
CALMACT00000019722	GO:0005524	IEA	MF
CALMACT00000019722	GO:0006468	IEA	BP
CALMACT00000019722	GO:0016772	IEA	MF
CALMACT00000003133	GO:0005515	IEA	MF
CALMACT00000024704	GO:0003677	IEA	MF
CALMACT00000024704	GO:0003700	IEA	MF
CALMACT00000024704	GO:0006355	IEA	BP
CALMACT00000024704	GO:0003700	IEA	MF
CALMACT00000024704	GO:0006355	IEA	BP
CALMACT00000024595	GO:0003735	IEA	MF
CALMACT00000024595	GO:0005840	IEA	CC
CALMACT00000024595	GO:0006412	IEA	BP
CALMACT00000007461	GO:0007267	IEA	BP
CALMACT00000013934	GO:0008270	IEA	MF
CALMACT00000023043	GO:0005515	IEA	MF
CALMACT00000031860	GO:0003676	IEA	MF
CALMACT00000006620	GO:0003723	IEA	MF
CALMACT00000010307	GO:0003676	IEA	MF
CALMACT00000010307	GO:0008270	IEA	MF
CALMACT00000000744	GO:0003824	IEA	MF
CALMACT00000000744	GO:0050662	IEA	MF
CALMACT00000015339	GO:0005509	IEA	MF
CALMACT00000015339	GO:0007156	IEA	BP
CALMACT00000015339	GO:0016020	IEA	CC
CALMACT00000015339	GO:0005515	IEA	MF
CALMACT00000030371	GO:0005634	IEA	CC
CALMACT00000030371	GO:0008270	IEA	MF
CALMACT00000030371	GO:0046872	IEA	MF
CALMACT00000021480	GO:0005515	IEA	MF
CALMACT00000004574	GO:0005622	IEA	CC
CALMACT00000004574	GO:0007165	IEA	BP
CALMACT00000004574	GO:0007165	IEA	BP
CALMACT00000010002	GO:0010181	IEA	MF
CALMACT00000010002	GO:0016491	IEA	MF
CALMACT00000010002	GO:0016491	IEA	MF
CALMACT00000010002	GO:0055114	IEA	BP
CALMACT00000030476	GO:0003676	IEA	MF
